Year_Week,DEM,REP,Period_DEM,Period_REP,Total_Period,Dem_Ratio,Rep_Ratio,Segment
2024-W43,249931,249128,249931,249128,499059,0.5008045140955277,0.4991954859044722,Small
2024-W44,276883,336794,276883,336794,613677,0.4511868621440921,0.5488131378559079,Small
2024-W45,63712,89408,63712,89408,153120,0.4160919540229885,0.5839080459770115,Small
2024-W14,37142,20290,37142,20290,57432,0.6467126340715977,0.35328736592840226,Medium
2024-W15,40487,36349,40487,36349,76836,0.5269274819095215,0.4730725180904784,Medium
2024-W16,41498,26153,41498,26153,67651,0.6134129576798569,0.38658704232014307,Medium
2024-W17,40430,46681,40430,46681,87111,0.46412048994960453,0.5358795100503955,Medium
2024-W18,59401,60023,59401,60023,119424,0.4973958333333333,0.5026041666666666,Medium
2024-W19,37286,50927,37286,50927,88213,0.4226814641832836,0.5773185358167163,Medium
2024-W20,37109,83564,37109,83564,120673,0.3075170087757825,0.6924829912242175,Medium
2024-W21,35345,58241,35345,58241,93586,0.37767401107003185,0.6223259889299682,Medium
2024-W22,52704,60555,52704,60555,113259,0.465340502741504,0.534659497258496,Medium
2024-W23,51821,45466,51821,45466,97287,0.5326610955214982,0.46733890447850174,Medium
2024-W24,42396,91814,42396,91814,134210,0.3158930035019745,0.6841069964980255,Medium
2024-W25,45892,47147,45892,47147,93039,0.4932555165038317,0.5067444834961683,Medium
2024-W26,97435,110748,97435,110748,208183,0.4680257273648665,0.5319742726351335,Medium
2024-W27,72854,34225,72854,34225,107079,0.6803761708645019,0.3196238291354981,Medium
2024-W28,70917,37706,70917,37706,108623,0.6528727801662632,0.34712721983373684,Medium
2024-W29,111923,65805,111923,65805,177728,0.6297432030968672,0.3702567969031329,Medium
2024-W30,185618,94624,185618,94624,280242,0.6623489698189422,0.3376510301810578,Medium
2024-W31,182033,150456,182033,150456,332489,0.5474857814845002,0.4525142185154998,Medium
2024-W32,153027,84873,153027,84873,237900,0.6432408575031526,0.3567591424968474,Medium
2024-W33,143918,77966,143918,77966,221884,0.6486181968956752,0.35138180310432476,Medium
2024-W34,279030,99739,279030,99739,378769,0.7366759159276498,0.26332408407235014,Medium
2024-W35,227615,204347,227615,204347,431962,0.5269329246554095,0.47306707534459047,Medium
2024-W36,238160,170565,238160,170565,408725,0.5826900727873264,0.41730992721267357,Medium
2024-W37,235914,233279,235914,233279,469193,0.5028080129072684,0.49719198709273155,Medium
2024-W38,309488,285927,309488,285927,595415,0.5197853597910701,0.4802146402089299,Medium
2024-W39,347859,352365,347859,352365,700224,0.49678245818480943,0.5032175418151905,Medium
2024-W40,473621,307110,473621,307110,780731,0.6066378816775561,0.39336211832244394,Medium
2024-W41,384615,486420,384615,486420,871035,0.4415609016859254,0.5584390983140747,Medium
2024-W42,583863,809159,583863,809159,1393022,0.41913408402738794,0.5808659159726121,Medium
2024-W43,555804,687414,555804,687414,1243218,0.44706881657118863,0.5529311834288113,Medium
2024-W44,576562,772507,576562,772507,1349069,0.4273776952846741,0.5726223047153259,Medium
2024-W45,114866,180126,114866,180126,294992,0.38938683082931064,0.6106131691706894,Medium
2024-W14,206646,91579,206646,91579,298225,0.692919775337413,0.307080224662587,Large
2024-W15,259223,189203,259223,189203,448426,0.5780730822922846,0.42192691770771545,Large
2024-W16,254899,121492,254899,121492,376391,0.6772186370024788,0.3227813629975212,Large
2024-W17,321397,216106,321397,216106,537503,0.5979445696117045,0.4020554303882955,Large
2024-W18,317119,236433,317119,236433,553552,0.5728802352805157,0.4271197647194844,Large
2024-W19,226888,240015,226888,240015,466903,0.48594247627451526,0.5140575237254847,Large
2024-W20,252831,306458,252831,306458,559289,0.45205788063058633,0.5479421193694136,Large
2024-W21,219229,227032,219229,227032,446261,0.49125735836203477,0.5087426416379652,Large
2024-W22,355352,289684,355352,289684,645036,0.5509025852820618,0.44909741471793824,Large
2024-W23,292195,218225,292195,218225,510420,0.5724599349555268,0.42754006504447317,Large
2024-W24,280776,345553,280776,345553,626329,0.44828835963207836,0.5517116403679216,Large
2024-W25,328257,234927,328257,234927,563184,0.582859243160317,0.41714075683968294,Large
2024-W26,647242,486264,647242,486264,1133506,0.5710088874694973,0.4289911125305027,Large
2024-W27,268111,154549,268111,154549,422660,0.6343420243221501,0.3656579756778498,Large
2024-W28,286154,167619,286154,167619,453773,0.6306104594147294,0.3693895405852706,Large
2024-W29,423485,261792,423485,261792,685277,0.6179763803542218,0.3820236196457783,Large
2024-W30,674064,362645,674064,362645,1036709,0.6501959566281377,0.3498040433718623,Large
